,total_docks,year,month,weekday,max_temperature_f_x,mean_temperature_f_x,min_temperature_f_x,max_dew_point_f_x,mean_dew_point_f_x,min_dew_point_f_x,max_humidity_x,mean_humidity_x,min_humidity_x,max_sea_level_pressure_inches_x,mean_sea_level_pressure_inches_x,min_sea_level_pressure_inches_x,max_visibility_miles_x,mean_visibility_miles_x,min_visibility_miles_x,max_wind_Speed_mph_x,mean_wind_speed_mph_x,max_gust_speed_mph_x,precipitation_inches_x,cloud_cover_x,wind_dir_degrees_x,Fog_x,Fog-Rain_x,Normal_x,Rain_x,Rain-Thunderstorm_x,weekend,max_temperature_f_y,mean_temperature_f_y,min_temperature_f_y,max_dew_point_f_y,mean_dew_point_f_y,min_dew_point_f_y,max_humidity_y,mean_humidity_y,min_humidity_y,max_sea_level_pressure_inches_y,mean_sea_level_pressure_inches_y,min_sea_level_pressure_inches_y,max_visibility_miles_y,mean_visibility_miles_y,min_visibility_miles_y,max_wind_Speed_mph_y,mean_wind_speed_mph_y,max_gust_speed_mph_y,precipitation_inches_y,cloud_cover_y,wind_dir_degrees_y,Fog_y,Fog-Rain_y,Normal_y,Rain_y,Rain-Thunderstorm_y,max_temperature_f,mean_temperature_f,min_temperature_f,max_dew_point_f,mean_dew_point_f,min_dew_point_f,max_humidity,mean_humidity,min_humidity,max_sea_level_pressure_inches,mean_sea_level_pressure_inches,min_sea_level_pressure_inches,max_visibility_miles,mean_visibility_miles,min_visibility_miles,max_wind_Speed_mph,mean_wind_speed_mph,max_gust_speed_mph,precipitation_inches,cloud_cover,wind_dir_degrees,Fog,Fog-Rain,Normal,Rain,Rain-Thunderstorm
1683,115,2014,8,2,78.0,68.0,59.0,59.0,56.0,54.0,82.0,74.0,47.0,30.02,29.97,29.94,10.0,10.0,10.0,15.0,6.0,21.0,0.0,3.0,295.0,0,0,1,0,0,0,78.0,68.0,59.0,59.0,56.0,54.0,82.0,74.0,47.0,30.02,29.97,29.94,10.0,10.0,10.0,15.0,6.0,21.0,0.0,3.0,295.0,0,0,1,0,0,78.0,68.0,59.0,59.0,56.0,54.0,82.0,74.0,47.0,30.02,29.97,29.94,10.0,10.0,10.0,15.0,6.0,21.0,0.0,3.0,295.0,0,0,1,0,0
1686,115,2014,8,3,80.0,70.0,60.0,61.0,57.0,54.0,88.0,77.0,39.0,29.98,29.94,29.88,10.0,10.0,10.0,16.0,4.0,20.0,0.0,3.0,319.0,0,0,1,0,0,0,80.0,70.0,60.0,61.0,57.0,54.0,88.0,77.0,39.0,29.98,29.94,29.88,10.0,10.0,10.0,16.0,4.0,20.0,0.0,3.0,319.0,0,0,1,0,0,80.0,70.0,60.0,61.0,57.0,54.0,88.0,77.0,39.0,29.98,29.94,29.88,10.0,10.0,10.0,16.0,4.0,20.0,0.0,3.0,319.0,0,0,1,0,0
1692,115,2014,8,4,78.0,69.0,60.0,61.0,57.0,55.0,88.0,77.0,47.0,30.02,29.97,29.93,10.0,10.0,10.0,15.0,4.0,20.0,0.0,3.0,326.0,0,0,1,0,0,0,78.0,69.0,60.0,61.0,57.0,55.0,88.0,77.0,47.0,30.02,29.97,29.93,10.0,10.0,10.0,15.0,4.0,20.0,0.0,3.0,326.0,0,0,1,0,0,78.0,69.0,60.0,61.0,57.0,55.0,88.0,77.0,47.0,30.02,29.97,29.93,10.0,10.0,10.0,15.0,4.0,20.0,0.0,3.0,326.0,0,0,1,0,0
1701,115,2014,8,0,71.0,65.0,59.0,59.0,56.0,55.0,88.0,79.0,60.0,29.93,29.89,29.82,10.0,10.0,10.0,17.0,5.0,23.0,0.0,5.0,287.0,0,0,1,0,0,0,71.0,65.0,59.0,59.0,56.0,55.0,88.0,79.0,60.0,29.93,29.89,29.82,10.0,10.0,10.0,17.0,5.0,23.0,0.0,5.0,287.0,0,0,1,0,0,71.0,65.0,59.0,59.0,56.0,55.0,88.0,79.0,60.0,29.93,29.89,29.82,10.0,10.0,10.0,17.0,5.0,23.0,0.0,5.0,287.0,0,0,1,0,0
1710,115,2014,8,1,75.0,67.0,59.0,59.0,56.0,55.0,88.0,77.0,53.0,29.89,29.85,29.8,10.0,10.0,10.0,17.0,8.0,21.0,0.0,5.0,271.0,0,0,1,0,0,0,75.0,67.0,59.0,59.0,56.0,55.0,88.0,77.0,53.0,29.89,29.85,29.8,10.0,10.0,10.0,17.0,8.0,21.0,0.0,5.0,271.0,0,0,1,0,0,75.0,67.0,59.0,59.0,56.0,55.0,88.0,77.0,53.0,29.89,29.85,29.8,10.0,10.0,10.0,17.0,8.0,21.0,0.0,5.0,271.0,0,0,1,0,0
1717,115,2014,8,3,77.0,68.0,60.0,59.0,56.0,55.0,83.0,74.0,50.0,29.96,29.93,29.9,10.0,10.0,10.0,12.0,3.0,14.0,0.0,3.0,300.0,0,0,1,0,0,0,77.0,68.0,60.0,59.0,56.0,55.0,83.0,74.0,50.0,29.96,29.93,29.9,10.0,10.0,10.0,12.0,3.0,14.0,0.0,3.0,300.0,0,0,1,0,0,77.0,68.0,60.0,59.0,56.0,55.0,83.0,74.0,50.0,29.96,29.93,29.9,10.0,10.0,10.0,12.0,3.0,14.0,0.0,3.0,300.0,0,0,1,0,0
1724,115,2014,8,4,77.0,68.0,60.0,59.0,57.0,54.0,88.0,75.0,47.0,29.95,29.93,29.9,10.0,10.0,10.0,17.0,3.0,25.0,0.0,3.0,283.0,0,0,1,0,0,0,77.0,68.0,60.0,59.0,57.0,54.0,88.0,75.0,47.0,29.95,29.93,29.9,10.0,10.0,10.0,17.0,3.0,25.0,0.0,3.0,283.0,0,0,1,0,0,77.0,68.0,60.0,59.0,57.0,54.0,88.0,75.0,47.0,29.95,29.93,29.9,10.0,10.0,10.0,17.0,3.0,25.0,0.0,3.0,283.0,0,0,1,0,0
1725,115,2014,8,5,73.0,66.0,60.0,57.0,55.0,54.0,82.0,73.0,53.0,29.97,29.91,29.86,10.0,10.0,10.0,13.0,4.0,17.0,0.0,3.0,271.0,0,0,1,0,0,1,73.0,66.0,60.0,57.0,55.0,54.0,82.0,73.0,53.0,29.97,29.91,29.86,10.0,10.0,10.0,13.0,4.0,17.0,0.0,3.0,271.0,0,0,1,0,0,73.0,66.0,60.0,57.0,55.0,54.0,82.0,73.0,53.0,29.97,29.91,29.86,10.0,10.0,10.0,13.0,4.0,17.0,0.0,3.0,271.0,0,0,1,0,0
1732,115,2014,8,6,75.0,68.0,60.0,59.0,55.0,54.0,82.0,72.0,50.0,29.92,29.87,29.81,10.0,10.0,10.0,14.0,3.0,16.0,0.0,4.0,261.0,0,0,1,0,0,1,75.0,68.0,60.0,59.0,55.0,54.0,82.0,72.0,50.0,29.92,29.87,29.81,10.0,10.0,10.0,14.0,3.0,16.0,0.0,4.0,261.0,0,0,1,0,0,75.0,68.0,60.0,59.0,55.0,54.0,82.0,72.0,50.0,29.92,29.87,29.81,10.0,10.0,10.0,14.0,3.0,16.0,0.0,4.0,261.0,0,0,1,0,0
1734,115,2014,8,0,75.0,68.0,60.0,55.0,54.0,52.0,82.0,71.0,47.0,29.96,29.89,29.86,10.0,10.0,10.0,15.0,3.0,20.0,0.0,3.0,252.0,0,0,1,0,0,0,75.0,68.0,60.0,55.0,54.0,52.0,82.0,71.0,47.0,29.96,29.89,29.86,10.0,10.0,10.0,15.0,3.0,20.0,0.0,3.0,252.0,0,0,1,0,0,75.0,68.0,60.0,55.0,54.0,52.0,82.0,71.0,47.0,29.96,29.89,29.86,10.0,10.0,10.0,15.0,3.0,20.0,0.0,3.0,252.0,0,0,1,0,0
1739,115,2014,8,1,75.0,67.0,59.0,57.0,54.0,52.0,82.0,70.0,50.0,30.03,29.98,29.94,10.0,10.0,8.0,14.0,3.0,18.0,0.0,2.0,294.0,0,0,1,0,0,0,75.0,67.0,59.0,57.0,54.0,52.0,82.0,70.0,50.0,30.03,29.98,29.94,10.0,10.0,8.0,14.0,3.0,18.0,0.0,2.0,294.0,0,0,1,0,0,75.0,67.0,59.0,57.0,54.0,52.0,82.0,70.0,50.0,30.03,29.98,29.94,10.0,10.0,8.0,14.0,3.0,18.0,0.0,2.0,294.0,0,0,1,0,0
1746,115,2014,8,2,82.0,71.0,60.0,63.0,56.0,50.0,82.0,71.0,41.0,30.07,30.04,29.99,10.0,10.0,10.0,14.0,3.0,17.0,0.0,0.0,313.0,0,0,1,0,0,0,82.0,71.0,60.0,63.0,56.0,50.0,82.0,71.0,41.0,30.07,30.04,29.99,10.0,10.0,10.0,14.0,3.0,17.0,0.0,0.0,313.0,0,0,1,0,0,82.0,71.0,60.0,63.0,56.0,50.0,82.0,71.0,41.0,30.07,30.04,29.99,10.0,10.0,10.0,14.0,3.0,17.0,0.0,0.0,313.0,0,0,1,0,0
1753,115,2014,8,3,77.0,68.0,59.0,61.0,56.0,55.0,88.0,77.0,54.0,30.09,30.03,29.94,10.0,10.0,10.0,12.0,4.0,14.0,0.0,2.0,326.0,0,0,1,0,0,0,77.0,68.0,59.0,61.0,56.0,55.0,88.0,77.0,54.0,30.09,30.03,29.94,10.0,10.0,10.0,12.0,4.0,14.0,0.0,2.0,326.0,0,0,1,0,0,77.0,68.0,59.0,61.0,56.0,55.0,88.0,77.0,54.0,30.09,30.03,29.94,10.0,10.0,10.0,12.0,4.0,14.0,0.0,2.0,326.0,0,0,1,0,0
1755,115,2014,8,4,77.0,68.0,60.0,61.0,57.0,55.0,88.0,77.0,47.0,29.98,29.94,29.9,10.0,10.0,10.0,18.0,4.0,23.0,0.0,5.0,326.0,0,0,1,0,0,0,77.0,68.0,60.0,61.0,57.0,55.0,88.0,77.0,47.0,29.98,29.94,29.9,10.0,10.0,10.0,18.0,4.0,23.0,0.0,5.0,326.0,0,0,1,0,0,77.0,68.0,60.0,61.0,57.0,55.0,88.0,77.0,47.0,29.98,29.94,29.9,10.0,10.0,10.0,18.0,4.0,23.0,0.0,5.0,326.0,0,0,1,0,0
1763,115,2014,8,6,82.0,70.0,59.0,59.0,56.0,50.0,88.0,68.0,34.0,29.95,29.9,29.85,10.0,10.0,10.0,13.0,4.0,18.0,0.0,0.0,278.0,0,0,1,0,0,1,82.0,70.0,59.0,59.0,56.0,50.0,88.0,68.0,34.0,29.95,29.9,29.85,10.0,10.0,10.0,13.0,4.0,18.0,0.0,0.0,278.0,0,0,1,0,0,82.0,70.0,59.0,59.0,56.0,50.0,88.0,68.0,34.0,29.95,29.9,29.85,10.0,10.0,10.0,13.0,4.0,18.0,0.0,0.0,278.0,0,0,1,0,0
1772,115,2014,9,1,77.0,68.0,60.0,59.0,57.0,55.0,82.0,74.0,50.0,29.86,29.81,29.77,10.0,10.0,6.0,10.0,3.0,13.0,0.0,1.0,284.0,0,0,1,0,0,0,77.0,68.0,60.0,59.0,57.0,55.0,82.0,74.0,50.0,29.86,29.81,29.77,10.0,10.0,6.0,10.0,3.0,13.0,0.0,1.0,284.0,0,0,1,0,0,77.0,68.0,60.0,59.0,57.0,55.0,82.0,74.0,50.0,29.86,29.81,29.77,10.0,10.0,6.0,10.0,3.0,13.0,0.0,1.0,284.0,0,0,1,0,0
1778,115,2014,9,2,77.0,70.0,62.0,59.0,56.0,55.0,82.0,74.0,50.0,29.81,29.76,29.71,10.0,10.0,10.0,13.0,4.0,16.0,0.0,5.0,283.0,0,0,1,0,0,0,77.0,70.0,62.0,59.0,56.0,55.0,82.0,74.0,50.0,29.81,29.76,29.71,10.0,10.0,10.0,13.0,4.0,16.0,0.0,5.0,283.0,0,0,1,0,0,77.0,70.0,62.0,59.0,56.0,55.0,82.0,74.0,50.0,29.81,29.76,29.71,10.0,10.0,10.0,13.0,4.0,16.0,0.0,5.0,283.0,0,0,1,0,0
1782,115,2014,9,3,75.0,68.0,62.0,61.0,57.0,55.0,88.0,76.0,50.0,29.81,29.75,29.72,10.0,10.0,6.0,13.0,4.0,16.0,0.0,4.0,295.0,0,0,1,0,0,0,75.0,68.0,62.0,61.0,57.0,55.0,88.0,76.0,50.0,29.81,29.75,29.72,10.0,10.0,6.0,13.0,4.0,16.0,0.0,4.0,295.0,0,0,1,0,0,75.0,68.0,62.0,61.0,57.0,55.0,88.0,76.0,50.0,29.81,29.75,29.72,10.0,10.0,6.0,13.0,4.0,16.0,0.0,4.0,295.0,0,0,1,0,0
1789,115,2014,9,4,73.0,68.0,59.0,59.0,56.0,55.0,88.0,76.0,53.0,29.92,29.86,29.81,10.0,10.0,10.0,14.0,4.0,17.0,0.0,5.0,315.0,0,0,1,0,0,0,73.0,68.0,59.0,59.0,56.0,55.0,88.0,76.0,53.0,29.92,29.86,29.81,10.0,10.0,10.0,14.0,4.0,17.0,0.0,5.0,315.0,0,0,1,0,0,73.0,68.0,59.0,59.0,56.0,55.0,88.0,76.0,53.0,29.92,29.86,29.81,10.0,10.0,10.0,14.0,4.0,17.0,0.0,5.0,315.0,0,0,1,0,0
1793,115,2014,9,5,73.0,66.0,59.0,57.0,55.0,54.0,88.0,78.0,50.0,29.98,29.93,29.88,10.0,10.0,10.0,12.0,4.0,14.0,0.0,6.0,316.0,0,0,1,0,0,1,73.0,66.0,59.0,57.0,55.0,54.0,88.0,78.0,50.0,29.98,29.93,29.88,10.0,10.0,10.0,12.0,4.0,14.0,0.0,6.0,316.0,0,0,1,0,0,73.0,66.0,59.0,57.0,55.0,54.0,88.0,78.0,50.0,29.98,29.93,29.88,10.0,10.0,10.0,12.0,4.0,14.0,0.0,6.0,316.0,0,0,1,0,0
1802,115,2014,9,0,68.0,62.0,57.0,54.0,51.0,50.0,82.0,72.0,52.0,29.96,29.9,29.86,10.0,10.0,10.0,16.0,8.0,20.0,0.0,5.0,279.0,0,0,1,0,0,0,68.0,62.0,57.0,54.0,51.0,50.0,82.0,72.0,52.0,29.96,29.9,29.86,10.0,10.0,10.0,16.0,8.0,20.0,0.0,5.0,279.0,0,0,1,0,0,68.0,62.0,57.0,54.0,51.0,50.0,82.0,72.0,52.0,29.96,29.9,29.86,10.0,10.0,10.0,16.0,8.0,20.0,0.0,5.0,279.0,0,0,1,0,0
1809,115,2014,9,1,73.0,65.0,57.0,57.0,53.0,50.0,88.0,77.0,53.0,30.02,29.96,29.91,10.0,10.0,10.0,12.0,3.0,14.0,0.0,4.0,317.0,0,0,1,0,0,0,73.0,65.0,57.0,57.0,53.0,50.0,88.0,77.0,53.0,30.02,29.96,29.91,10.0,10.0,10.0,12.0,3.0,14.0,0.0,4.0,317.0,0,0,1,0,0,73.0,65.0,57.0,57.0,53.0,50.0,88.0,77.0,53.0,30.02,29.96,29.91,10.0,10.0,10.0,12.0,3.0,14.0,0.0,4.0,317.0,0,0,1,0,0
1817,115,2014,9,3,82.0,70.0,57.0,63.0,57.0,54.0,88.0,76.0,37.0,29.92,29.87,29.82,10.0,10.0,6.0,12.0,5.0,14.0,0.0,0.0,341.0,0,0,1,0,0,0,82.0,70.0,57.0,63.0,57.0,54.0,88.0,76.0,37.0,29.92,29.87,29.82,10.0,10.0,6.0,12.0,5.0,14.0,0.0,0.0,341.0,0,0,1,0,0,82.0,70.0,57.0,63.0,57.0,54.0,88.0,76.0,37.0,29.92,29.87,29.82,10.0,10.0,6.0,12.0,5.0,14.0,0.0,0.0,341.0,0,0,1,0,0
1823,115,2014,9,4,78.0,68.0,59.0,61.0,57.0,54.0,88.0,77.0,47.0,29.92,29.86,29.8,10.0,10.0,8.0,10.0,2.0,13.0,0.0,0.0,336.0,0,0,1,0,0,0,78.0,68.0,59.0,61.0,57.0,54.0,88.0,77.0,47.0,29.92,29.86,29.8,10.0,10.0,8.0,10.0,2.0,13.0,0.0,0.0,336.0,0,0,1,0,0,78.0,68.0,59.0,61.0,57.0,54.0,88.0,77.0,47.0,29.92,29.86,29.8,10.0,10.0,8.0,10.0,2.0,13.0,0.0,0.0,336.0,0,0,1,0,0
1824,115,2014,9,5,77.0,68.0,59.0,63.0,57.0,55.0,88.0,78.0,47.0,29.88,29.84,29.78,10.0,10.0,10.0,9.0,3.0,12.0,0.0,2.0,332.0,0,0,1,0,0,1,77.0,68.0,59.0,63.0,57.0,55.0,88.0,78.0,47.0,29.88,29.84,29.78,10.0,10.0,10.0,9.0,3.0,12.0,0.0,2.0,332.0,0,0,1,0,0,77.0,68.0,59.0,63.0,57.0,55.0,88.0,78.0,47.0,29.88,29.84,29.78,10.0,10.0,10.0,9.0,3.0,12.0,0.0,2.0,332.0,0,0,1,0,0
1836,115,2014,9,0,78.0,68.0,59.0,61.0,54.0,50.0,82.0,69.0,36.0,29.95,29.9,29.85,10.0,10.0,10.0,14.0,3.0,17.0,0.0,0.0,288.0,0,0,1,0,0,0,78.0,68.0,59.0,61.0,54.0,50.0,82.0,69.0,36.0,29.95,29.9,29.85,10.0,10.0,10.0,14.0,3.0,17.0,0.0,0.0,288.0,0,0,1,0,0,78.0,68.0,59.0,61.0,54.0,50.0,82.0,69.0,36.0,29.95,29.9,29.85,10.0,10.0,10.0,14.0,3.0,17.0,0.0,0.0,288.0,0,0,1,0,0
1839,115,2014,9,1,80.0,68.0,57.0,61.0,54.0,50.0,78.0,71.0,42.0,29.95,29.9,29.8,10.0,10.0,10.0,13.0,3.0,16.0,0.0,1.0,316.0,0,0,1,0,0,0,80.0,68.0,57.0,61.0,54.0,50.0,78.0,71.0,42.0,29.95,29.9,29.8,10.0,10.0,10.0,13.0,3.0,16.0,0.0,1.0,316.0,0,0,1,0,0,80.0,68.0,57.0,61.0,54.0,50.0,78.0,71.0,42.0,29.95,29.9,29.8,10.0,10.0,10.0,13.0,3.0,16.0,0.0,1.0,316.0,0,0,1,0,0
1847,115,2014,9,2,84.0,72.0,60.0,64.0,58.0,48.0,88.0,72.0,30.0,29.84,29.8,29.74,10.0,10.0,9.0,17.0,4.0,22.0,0.0,3.0,219.0,0,0,1,0,0,0,84.0,72.0,60.0,64.0,58.0,48.0,88.0,72.0,30.0,29.84,29.8,29.74,10.0,10.0,9.0,17.0,4.0,22.0,0.0,3.0,219.0,0,0,1,0,0,84.0,72.0,60.0,64.0,58.0,48.0,88.0,72.0,30.0,29.84,29.8,29.74,10.0,10.0,9.0,17.0,4.0,22.0,0.0,3.0,219.0,0,0,1,0,0
1850,115,2014,9,3,77.0,70.0,64.0,64.0,62.0,59.0,88.0,78.0,54.0,29.91,29.84,29.78,10.0,10.0,7.0,15.0,7.0,21.0,0.0,5.0,192.0,0,0,1,0,0,0,77.0,70.0,64.0,64.0,62.0,59.0,88.0,78.0,54.0,29.91,29.84,29.78,10.0,10.0,7.0,15.0,7.0,21.0,0.0,5.0,192.0,0,0,1,0,0,77.0,70.0,64.0,64.0,62.0,59.0,88.0,78.0,54.0,29.91,29.84,29.78,10.0,10.0,7.0,15.0,7.0,21.0,0.0,5.0,192.0,0,0,1,0,0
1853,115,2014,9,4,77.0,68.0,59.0,63.0,59.0,57.0,94.0,82.0,54.0,29.93,29.9,29.84,10.0,10.0,7.0,17.0,3.0,22.0,0.0,3.0,299.0,0,0,1,0,0,0,77.0,68.0,59.0,63.0,59.0,57.0,94.0,82.0,54.0,29.93,29.9,29.84,10.0,10.0,7.0,17.0,3.0,22.0,0.0,3.0,299.0,0,0,1,0,0,77.0,68.0,59.0,63.0,59.0,57.0,94.0,82.0,54.0,29.93,29.9,29.84,10.0,10.0,7.0,17.0,3.0,22.0,0.0,3.0,299.0,0,0,1,0,0
1861,115,2014,9,5,73.0,68.0,62.0,63.0,59.0,57.0,88.0,80.0,60.0,29.96,29.91,29.88,10.0,10.0,10.0,13.0,2.0,16.0,0.0,5.0,317.0,0,0,1,0,0,1,73.0,68.0,62.0,63.0,59.0,57.0,88.0,80.0,60.0,29.96,29.91,29.88,10.0,10.0,10.0,13.0,2.0,16.0,0.0,5.0,317.0,0,0,1,0,0,73.0,68.0,62.0,63.0,59.0,57.0,88.0,80.0,60.0,29.96,29.91,29.88,10.0,10.0,10.0,13.0,2.0,16.0,0.0,5.0,317.0,0,0,1,0,0
1869,115,2014,9,0,75.0,68.0,62.0,59.0,57.0,55.0,83.0,74.0,53.0,30.05,30.01,29.96,10.0,10.0,10.0,14.0,5.0,18.0,0.0,4.0,293.0,0,0,1,0,0,0,75.0,68.0,62.0,59.0,57.0,55.0,83.0,74.0,53.0,30.05,30.01,29.96,10.0,10.0,10.0,14.0,5.0,18.0,0.0,4.0,293.0,0,0,1,0,0,75.0,68.0,62.0,59.0,57.0,55.0,83.0,74.0,53.0,30.05,30.01,29.96,10.0,10.0,10.0,14.0,5.0,18.0,0.0,4.0,293.0,0,0,1,0,0
1874,115,2014,9,1,78.0,68.0,59.0,63.0,59.0,55.0,88.0,80.0,51.0,30.03,29.98,29.92,10.0,10.0,10.0,14.0,4.0,17.0,0.0,4.0,286.0,0,0,1,0,0,0,78.0,68.0,59.0,63.0,59.0,55.0,88.0,80.0,51.0,30.03,29.98,29.92,10.0,10.0,10.0,14.0,4.0,17.0,0.0,4.0,286.0,0,0,1,0,0,78.0,68.0,59.0,63.0,59.0,55.0,88.0,80.0,51.0,30.03,29.98,29.92,10.0,10.0,10.0,14.0,4.0,17.0,0.0,4.0,286.0,0,0,1,0,0
1877,115,2014,9,2,75.0,70.0,64.0,63.0,62.0,59.0,94.0,81.0,65.0,29.98,29.94,29.88,10.0,10.0,4.0,17.0,5.0,23.0,0.0,7.0,272.0,0,0,1,0,0,0,75.0,70.0,64.0,63.0,62.0,59.0,94.0,81.0,65.0,29.98,29.94,29.88,10.0,10.0,4.0,17.0,5.0,23.0,0.0,7.0,272.0,0,0,1,0,0,75.0,70.0,64.0,63.0,62.0,59.0,94.0,81.0,65.0,29.98,29.94,29.88,10.0,10.0,4.0,17.0,5.0,23.0,0.0,7.0,272.0,0,0,1,0,0
1882,115,2014,9,3,71.0,65.0,59.0,61.0,58.0,55.0,100.0,85.0,57.0,30.03,29.97,29.91,10.0,8.0,2.0,15.0,7.0,20.0,0.4,5.0,311.0,0,0,0,1,0,0,71.0,65.0,59.0,61.0,58.0,55.0,100.0,85.0,57.0,30.03,29.97,29.91,10.0,8.0,2.0,15.0,7.0,20.0,0.4,5.0,311.0,0,0,0,1,0,71.0,65.0,59.0,61.0,58.0,55.0,100.0,85.0,57.0,30.03,29.97,29.91,10.0,8.0,2.0,15.0,7.0,20.0,0.4,5.0,311.0,0,0,0,1,0
1888,115,2014,9,4,71.0,65.0,59.0,59.0,56.0,50.0,94.0,78.0,46.0,30.02,29.98,29.93,10.0,10.0,10.0,18.0,4.0,24.0,0.0,2.0,280.0,0,0,1,0,0,0,71.0,65.0,59.0,59.0,56.0,50.0,94.0,78.0,46.0,30.02,29.98,29.93,10.0,10.0,10.0,18.0,4.0,24.0,0.0,2.0,280.0,0,0,1,0,0,71.0,65.0,59.0,59.0,56.0,50.0,94.0,78.0,46.0,30.02,29.98,29.93,10.0,10.0,10.0,18.0,4.0,24.0,0.0,2.0,280.0,0,0,1,0,0
1892,115,2014,9,5,71.0,66.0,62.0,55.0,55.0,55.0,77.0,74.0,57.0,29.95,29.91,29.85,10.0,10.0,10.0,15.0,8.0,23.0,0.0,5.0,266.0,0,0,1,0,0,1,71.0,66.0,62.0,55.0,55.0,55.0,77.0,74.0,57.0,29.95,29.91,29.85,10.0,10.0,10.0,15.0,8.0,23.0,0.0,5.0,266.0,0,0,1,0,0,71.0,66.0,62.0,55.0,55.0,55.0,77.0,74.0,57.0,29.95,29.91,29.85,10.0,10.0,10.0,15.0,8.0,23.0,0.0,5.0,266.0,0,0,1,0,0
1902,115,2014,9,0,73.0,65.0,57.0,59.0,55.0,54.0,94.0,81.0,53.0,30.06,30.0,29.98,10.0,10.0,7.0,14.0,3.0,17.0,0.0,2.0,291.0,0,0,1,0,0,0,73.0,65.0,57.0,59.0,55.0,54.0,94.0,81.0,53.0,30.06,30.0,29.98,10.0,10.0,7.0,14.0,3.0,17.0,0.0,2.0,291.0,0,0,1,0,0,73.0,65.0,57.0,59.0,55.0,54.0,94.0,81.0,53.0,30.06,30.0,29.98,10.0,10.0,7.0,14.0,3.0,17.0,0.0,2.0,291.0,0,0,1,0,0
1903,115,2014,9,1,77.0,67.0,57.0,59.0,54.0,50.0,88.0,75.0,44.0,30.01,29.96,29.86,10.0,10.0,10.0,9.0,3.0,12.0,0.0,1.0,279.0,0,0,1,0,0,0,77.0,67.0,57.0,59.0,54.0,50.0,88.0,75.0,44.0,30.01,29.96,29.86,10.0,10.0,10.0,9.0,3.0,12.0,0.0,1.0,279.0,0,0,1,0,0,77.0,67.0,57.0,59.0,54.0,50.0,88.0,75.0,44.0,30.01,29.96,29.86,10.0,10.0,10.0,9.0,3.0,12.0,0.0,1.0,279.0,0,0,1,0,0
1912,115,2014,10,2,84.0,70.0,57.0,59.0,47.0,34.0,88.0,55.0,16.0,30.01,29.91,29.86,10.0,10.0,10.0,14.0,2.0,17.0,0.0,0.0,306.0,0,0,1,0,0,0,84.0,70.0,57.0,59.0,47.0,34.0,88.0,55.0,16.0,30.01,29.91,29.86,10.0,10.0,10.0,14.0,2.0,17.0,0.0,0.0,306.0,0,0,1,0,0,84.0,70.0,57.0,59.0,47.0,34.0,88.0,55.0,16.0,30.01,29.91,29.86,10.0,10.0,10.0,14.0,2.0,17.0,0.0,0.0,306.0,0,0,1,0,0
1915,115,2014,10,3,89.0,72.0,55.0,54.0,43.0,36.0,82.0,43.0,16.0,30.05,29.99,29.87,10.0,10.0,10.0,6.0,1.0,8.0,0.0,0.0,314.0,0,0,1,0,0,0,89.0,72.0,55.0,54.0,43.0,36.0,82.0,43.0,16.0,30.05,29.99,29.87,10.0,10.0,10.0,6.0,1.0,8.0,0.0,0.0,314.0,0,0,1,0,0,89.0,72.0,55.0,54.0,43.0,36.0,82.0,43.0,16.0,30.05,29.99,29.87,10.0,10.0,10.0,6.0,1.0,8.0,0.0,0.0,314.0,0,0,1,0,0
1918,115,2014,10,4,93.0,76.0,60.0,59.0,46.0,36.0,64.0,44.0,13.0,30.11,30.05,30.0,10.0,10.0,10.0,8.0,1.0,10.0,0.0,0.0,328.0,0,0,1,0,0,0,93.0,76.0,60.0,59.0,46.0,36.0,64.0,44.0,13.0,30.11,30.05,30.0,10.0,10.0,10.0,8.0,1.0,10.0,0.0,0.0,328.0,0,0,1,0,0,93.0,76.0,60.0,59.0,46.0,36.0,64.0,44.0,13.0,30.11,30.05,30.0,10.0,10.0,10.0,8.0,1.0,10.0,0.0,0.0,328.0,0,0,1,0,0
1924,115,2014,10,5,91.0,76.0,60.0,64.0,43.0,28.0,65.0,39.0,13.0,30.05,30.0,29.92,10.0,10.0,10.0,10.0,1.0,13.0,0.0,0.0,360.0,0,0,1,0,0,1,91.0,76.0,60.0,64.0,43.0,28.0,65.0,39.0,13.0,30.05,30.0,29.92,10.0,10.0,10.0,10.0,1.0,13.0,0.0,0.0,360.0,0,0,1,0,0,91.0,76.0,60.0,64.0,43.0,28.0,65.0,39.0,13.0,30.05,30.0,29.92,10.0,10.0,10.0,10.0,1.0,13.0,0.0,0.0,360.0,0,0,1,0,0
1929,115,2014,10,6,89.0,74.0,59.0,63.0,49.0,39.0,77.0,53.0,27.0,29.98,29.93,29.87,10.0,10.0,10.0,8.0,1.0,10.0,0.0,0.0,356.0,0,0,1,0,0,1,89.0,74.0,59.0,63.0,49.0,39.0,77.0,53.0,27.0,29.98,29.93,29.87,10.0,10.0,10.0,8.0,1.0,10.0,0.0,0.0,356.0,0,0,1,0,0,89.0,74.0,59.0,63.0,49.0,39.0,77.0,53.0,27.0,29.98,29.93,29.87,10.0,10.0,10.0,8.0,1.0,10.0,0.0,0.0,356.0,0,0,1,0,0
