,total_docks,year,month,weekday,max_temperature_f_x,mean_temperature_f_x,min_temperature_f_x,max_dew_point_f_x,mean_dew_point_f_x,min_dew_point_f_x,max_humidity_x,mean_humidity_x,min_humidity_x,max_sea_level_pressure_inches_x,mean_sea_level_pressure_inches_x,min_sea_level_pressure_inches_x,max_visibility_miles_x,mean_visibility_miles_x,min_visibility_miles_x,max_wind_Speed_mph_x,mean_wind_speed_mph_x,max_gust_speed_mph_x,precipitation_inches_x,cloud_cover_x,wind_dir_degrees_x,Fog_x,Fog-Rain_x,Normal_x,Rain_x,Rain-Thunderstorm_x,weekend,max_temperature_f_y,mean_temperature_f_y,min_temperature_f_y,max_dew_point_f_y,mean_dew_point_f_y,min_dew_point_f_y,max_humidity_y,mean_humidity_y,min_humidity_y,max_sea_level_pressure_inches_y,mean_sea_level_pressure_inches_y,min_sea_level_pressure_inches_y,max_visibility_miles_y,mean_visibility_miles_y,min_visibility_miles_y,max_wind_Speed_mph_y,mean_wind_speed_mph_y,max_gust_speed_mph_y,precipitation_inches_y,cloud_cover_y,wind_dir_degrees_y,Fog_y,Fog-Rain_y,Normal_y,Rain_y,Rain-Thunderstorm_y,max_temperature_f,mean_temperature_f,min_temperature_f,max_dew_point_f,mean_dew_point_f,min_dew_point_f,max_humidity,mean_humidity,min_humidity,max_sea_level_pressure_inches,mean_sea_level_pressure_inches,min_sea_level_pressure_inches,max_visibility_miles,mean_visibility_miles,min_visibility_miles,max_wind_Speed_mph,mean_wind_speed_mph,max_gust_speed_mph,precipitation_inches,cloud_cover,wind_dir_degrees,Fog,Fog-Rain,Normal,Rain,Rain-Thunderstorm
205,100,2013,10,2,68.0,59.0,50.0,50.0,44.0,37.0,87.0,66.0,37.0,29.78,29.7,29.65,10.0,10.0,7.0,10.0,2.0,13.0,0.0,3.0,253.0,0,0,1,0,0,0,68.0,59.0,50.0,50.0,44.0,37.0,87.0,66.0,37.0,29.78,29.7,29.65,10.0,10.0,7.0,10.0,2.0,13.0,0.0,3.0,253.0,0,0,1,0,0,68.0,59.0,50.0,50.0,44.0,37.0,87.0,66.0,37.0,29.78,29.7,29.65,10.0,10.0,7.0,10.0,2.0,13.0,0.0,3.0,253.0,0,0,1,0,0
214,100,2013,10,3,68.0,59.0,50.0,50.0,45.0,41.0,77.0,66.0,49.0,30.03,29.89,29.77,10.0,10.0,10.0,14.0,2.0,17.0,0.0,1.0,287.0,0,0,1,0,0,0,68.0,59.0,50.0,50.0,45.0,41.0,77.0,66.0,49.0,30.03,29.89,29.77,10.0,10.0,10.0,14.0,2.0,17.0,0.0,1.0,287.0,0,0,1,0,0,68.0,59.0,50.0,50.0,45.0,41.0,77.0,66.0,49.0,30.03,29.89,29.77,10.0,10.0,10.0,14.0,2.0,17.0,0.0,1.0,287.0,0,0,1,0,0
218,100,2013,10,4,64.0,58.0,51.0,52.0,47.0,45.0,88.0,77.0,56.0,30.1,30.04,30.0,10.0,9.0,6.0,10.0,2.0,13.0,0.0,4.0,316.0,0,0,1,0,0,0,64.0,58.0,51.0,52.0,47.0,45.0,88.0,77.0,56.0,30.1,30.04,30.0,10.0,9.0,6.0,10.0,2.0,13.0,0.0,4.0,316.0,0,0,1,0,0,64.0,58.0,51.0,52.0,47.0,45.0,88.0,77.0,56.0,30.1,30.04,30.0,10.0,9.0,6.0,10.0,2.0,13.0,0.0,4.0,316.0,0,0,1,0,0
222,100,2013,10,5,66.0,56.0,46.0,54.0,47.0,45.0,94.0,79.0,46.0,30.03,29.99,29.93,10.0,9.0,2.0,13.0,3.0,21.0,0.0,2.0,275.0,0,0,1,0,0,1,66.0,56.0,46.0,54.0,47.0,45.0,94.0,79.0,46.0,30.03,29.99,29.93,10.0,9.0,2.0,13.0,3.0,21.0,0.0,2.0,275.0,0,0,1,0,0,66.0,56.0,46.0,54.0,47.0,45.0,94.0,79.0,46.0,30.03,29.99,29.93,10.0,9.0,2.0,13.0,3.0,21.0,0.0,2.0,275.0,0,0,1,0,0
229,100,2013,10,6,73.0,62.0,50.0,52.0,46.0,37.0,87.0,68.0,29.0,30.08,30.0,29.95,10.0,10.0,10.0,12.0,3.0,14.0,0.0,0.0,328.0,0,0,1,0,0,1,73.0,62.0,50.0,52.0,46.0,37.0,87.0,68.0,29.0,30.08,30.0,29.95,10.0,10.0,10.0,12.0,3.0,14.0,0.0,0.0,328.0,0,0,1,0,0,73.0,62.0,50.0,52.0,46.0,37.0,87.0,68.0,29.0,30.08,30.0,29.95,10.0,10.0,10.0,12.0,3.0,14.0,0.0,0.0,328.0,0,0,1,0,0
234,100,2013,10,0,77.0,64.0,50.0,46.0,40.0,32.0,82.0,53.0,19.0,30.13,30.07,30.0,10.0,10.0,10.0,9.0,1.0,12.0,0.0,0.0,290.0,0,0,1,0,0,0,77.0,64.0,50.0,46.0,40.0,32.0,82.0,53.0,19.0,30.13,30.07,30.0,10.0,10.0,10.0,9.0,1.0,12.0,0.0,0.0,290.0,0,0,1,0,0,77.0,64.0,50.0,46.0,40.0,32.0,82.0,53.0,19.0,30.13,30.07,30.0,10.0,10.0,10.0,9.0,1.0,12.0,0.0,0.0,290.0,0,0,1,0,0
235,100,2013,10,1,78.0,64.0,50.0,45.0,37.0,30.0,76.0,44.0,17.0,30.06,30.02,29.95,10.0,10.0,10.0,10.0,1.0,13.0,0.0,0.0,279.0,0,0,1,0,0,0,78.0,64.0,50.0,45.0,37.0,30.0,76.0,44.0,17.0,30.06,30.02,29.95,10.0,10.0,10.0,10.0,1.0,13.0,0.0,0.0,279.0,0,0,1,0,0,78.0,64.0,50.0,45.0,37.0,30.0,76.0,44.0,17.0,30.06,30.02,29.95,10.0,10.0,10.0,10.0,1.0,13.0,0.0,0.0,279.0,0,0,1,0,0
244,100,2013,10,2,80.0,66.0,53.0,54.0,38.0,32.0,72.0,45.0,17.0,30.1,30.05,30.0,10.0,10.0,10.0,9.0,1.0,12.0,0.0,0.0,318.0,0,0,1,0,0,0,80.0,66.0,53.0,54.0,38.0,32.0,72.0,45.0,17.0,30.1,30.05,30.0,10.0,10.0,10.0,9.0,1.0,12.0,0.0,0.0,318.0,0,0,1,0,0,80.0,66.0,53.0,54.0,38.0,32.0,72.0,45.0,17.0,30.1,30.05,30.0,10.0,10.0,10.0,9.0,1.0,12.0,0.0,0.0,318.0,0,0,1,0,0
248,100,2013,10,3,78.0,66.0,53.0,54.0,40.0,27.0,72.0,49.0,15.0,30.09,30.04,29.97,10.0,10.0,10.0,9.0,1.0,12.0,0.0,0.0,346.0,0,0,1,0,0,0,78.0,66.0,53.0,54.0,40.0,27.0,72.0,49.0,15.0,30.09,30.04,29.97,10.0,10.0,10.0,9.0,1.0,12.0,0.0,0.0,346.0,0,0,1,0,0,78.0,66.0,53.0,54.0,40.0,27.0,72.0,49.0,15.0,30.09,30.04,29.97,10.0,10.0,10.0,9.0,1.0,12.0,0.0,0.0,346.0,0,0,1,0,0
251,100,2013,10,4,71.0,60.0,50.0,55.0,46.0,37.0,82.0,67.0,46.0,30.07,30.03,29.99,10.0,10.0,8.0,8.0,1.0,10.0,0.0,0.0,1.0,0,0,1,0,0,0,71.0,60.0,50.0,55.0,46.0,37.0,82.0,67.0,46.0,30.07,30.03,29.99,10.0,10.0,8.0,8.0,1.0,10.0,0.0,0.0,1.0,0,0,1,0,0,71.0,60.0,50.0,55.0,46.0,37.0,82.0,67.0,46.0,30.07,30.03,29.99,10.0,10.0,8.0,8.0,1.0,10.0,0.0,0.0,1.0,0,0,1,0,0
259,100,2013,10,5,77.0,64.0,50.0,57.0,48.0,45.0,87.0,72.0,32.0,30.09,30.04,30.0,10.0,10.0,8.0,8.0,1.0,10.0,0.0,0.0,343.0,0,0,1,0,0,1,77.0,64.0,50.0,57.0,48.0,45.0,87.0,72.0,32.0,30.09,30.04,30.0,10.0,10.0,8.0,8.0,1.0,10.0,0.0,0.0,343.0,0,0,1,0,0,77.0,64.0,50.0,57.0,48.0,45.0,87.0,72.0,32.0,30.09,30.04,30.0,10.0,10.0,8.0,8.0,1.0,10.0,0.0,0.0,343.0,0,0,1,0,0
260,100,2013,10,6,68.0,58.0,48.0,54.0,48.0,45.0,94.0,81.0,52.0,30.05,30.0,29.93,10.0,9.0,2.0,9.0,3.0,12.0,0.0,1.0,325.0,0,0,1,0,0,1,68.0,58.0,48.0,54.0,48.0,45.0,94.0,81.0,52.0,30.05,30.0,29.93,10.0,9.0,2.0,9.0,3.0,12.0,0.0,1.0,325.0,0,0,1,0,0,68.0,58.0,48.0,54.0,48.0,45.0,94.0,81.0,52.0,30.05,30.0,29.93,10.0,9.0,2.0,9.0,3.0,12.0,0.0,1.0,325.0,0,0,1,0,0
268,100,2013,10,0,62.0,55.0,48.0,52.0,48.0,45.0,94.0,83.0,63.0,30.03,29.98,29.93,10.0,9.0,6.0,8.0,1.0,10.0,0.0,3.0,1.0,0,0,1,0,0,0,62.0,55.0,48.0,52.0,48.0,45.0,94.0,83.0,63.0,30.03,29.98,29.93,10.0,9.0,6.0,8.0,1.0,10.0,0.0,3.0,1.0,0,0,1,0,0,62.0,55.0,48.0,52.0,48.0,45.0,94.0,83.0,63.0,30.03,29.98,29.93,10.0,9.0,6.0,8.0,1.0,10.0,0.0,3.0,1.0,0,0,1,0,0
272,100,2013,10,1,66.0,57.0,48.0,55.0,49.0,45.0,100.0,86.0,59.0,30.04,30.0,29.94,10.0,8.0,2.0,10.0,2.0,13.0,0.0,3.0,341.0,0,0,1,0,0,0,66.0,57.0,48.0,55.0,49.0,45.0,100.0,86.0,59.0,30.04,30.0,29.94,10.0,8.0,2.0,10.0,2.0,13.0,0.0,3.0,341.0,0,0,1,0,0,66.0,57.0,48.0,55.0,49.0,45.0,100.0,86.0,59.0,30.04,30.0,29.94,10.0,8.0,2.0,10.0,2.0,13.0,0.0,3.0,341.0,0,0,1,0,0
275,100,2013,10,2,62.0,56.0,50.0,54.0,48.0,32.0,100.0,86.0,47.0,30.0,29.97,29.92,10.0,7.0,2.0,9.0,2.0,12.0,0.0,5.0,330.0,0,0,1,0,0,0,62.0,56.0,50.0,54.0,48.0,32.0,100.0,86.0,47.0,30.0,29.97,29.92,10.0,7.0,2.0,9.0,2.0,12.0,0.0,5.0,330.0,0,0,1,0,0,62.0,56.0,50.0,54.0,48.0,32.0,100.0,86.0,47.0,30.0,29.97,29.92,10.0,7.0,2.0,9.0,2.0,12.0,0.0,5.0,330.0,0,0,1,0,0
280,100,2013,10,3,59.0,54.0,50.0,50.0,48.0,46.0,88.0,82.0,67.0,30.13,30.05,30.0,10.0,10.0,7.0,12.0,5.0,16.0,0.0,5.0,299.0,0,0,1,0,0,0,59.0,54.0,50.0,50.0,48.0,46.0,88.0,82.0,67.0,30.13,30.05,30.0,10.0,10.0,7.0,12.0,5.0,16.0,0.0,5.0,299.0,0,0,1,0,0,59.0,54.0,50.0,50.0,48.0,46.0,88.0,82.0,67.0,30.13,30.05,30.0,10.0,10.0,7.0,12.0,5.0,16.0,0.0,5.0,299.0,0,0,1,0,0
289,100,2013,10,4,66.0,57.0,48.0,54.0,48.0,45.0,93.0,80.0,56.0,30.18,30.14,30.09,10.0,10.0,5.0,9.0,1.0,12.0,0.0,4.0,355.0,0,0,1,0,0,0,66.0,57.0,48.0,54.0,48.0,45.0,93.0,80.0,56.0,30.18,30.14,30.09,10.0,10.0,5.0,9.0,1.0,12.0,0.0,4.0,355.0,0,0,1,0,0,66.0,57.0,48.0,54.0,48.0,45.0,93.0,80.0,56.0,30.18,30.14,30.09,10.0,10.0,5.0,9.0,1.0,12.0,0.0,4.0,355.0,0,0,1,0,0
292,100,2013,10,5,71.0,60.0,48.0,55.0,48.0,46.0,94.0,80.0,41.0,30.16,30.11,30.02,10.0,10.0,6.0,7.0,1.0,10.0,0.0,0.0,331.0,0,0,1,0,0,1,71.0,60.0,48.0,55.0,48.0,46.0,94.0,80.0,41.0,30.16,30.11,30.02,10.0,10.0,6.0,7.0,1.0,10.0,0.0,0.0,331.0,0,0,1,0,0,71.0,60.0,48.0,55.0,48.0,46.0,94.0,80.0,41.0,30.16,30.11,30.02,10.0,10.0,6.0,7.0,1.0,10.0,0.0,0.0,331.0,0,0,1,0,0
297,100,2013,10,6,59.0,52.0,46.0,50.0,47.0,43.0,94.0,81.0,67.0,30.05,29.93,29.72,10.0,10.0,9.0,26.0,4.0,40.0,0.0,3.0,265.0,0,0,1,0,0,1,59.0,52.0,46.0,50.0,47.0,43.0,94.0,81.0,67.0,30.05,29.93,29.72,10.0,10.0,9.0,26.0,4.0,40.0,0.0,3.0,265.0,0,0,1,0,0,59.0,52.0,46.0,50.0,47.0,43.0,94.0,81.0,67.0,30.05,29.93,29.72,10.0,10.0,9.0,26.0,4.0,40.0,0.0,3.0,265.0,0,0,1,0,0
303,100,2013,10,0,60.0,56.0,53.0,50.0,47.0,41.0,82.0,72.0,51.0,29.87,29.76,29.7,10.0,10.0,8.0,25.0,15.0,31.0,0.0,7.0,270.0,0,0,1,0,0,0,60.0,56.0,53.0,50.0,47.0,41.0,82.0,72.0,51.0,29.87,29.76,29.7,10.0,10.0,8.0,25.0,15.0,31.0,0.0,7.0,270.0,0,0,1,0,0,60.0,56.0,53.0,50.0,47.0,41.0,82.0,72.0,51.0,29.87,29.76,29.7,10.0,10.0,8.0,25.0,15.0,31.0,0.0,7.0,270.0,0,0,1,0,0
305,100,2013,10,1,60.0,55.0,50.0,52.0,47.0,43.0,88.0,76.0,52.0,30.07,29.97,29.87,10.0,10.0,7.0,10.0,3.0,13.0,0.0,5.0,248.0,0,0,0,1,0,0,60.0,55.0,50.0,52.0,47.0,43.0,88.0,76.0,52.0,30.07,29.97,29.87,10.0,10.0,7.0,10.0,3.0,13.0,0.0,5.0,248.0,0,0,0,1,0,60.0,55.0,50.0,52.0,47.0,43.0,88.0,76.0,52.0,30.07,29.97,29.87,10.0,10.0,7.0,10.0,3.0,13.0,0.0,5.0,248.0,0,0,0,1,0
314,100,2013,10,2,66.0,55.0,44.0,48.0,43.0,39.0,93.0,74.0,43.0,30.17,30.11,30.07,10.0,10.0,10.0,9.0,1.0,12.0,0.0,0.0,333.0,0,0,1,0,0,0,66.0,55.0,44.0,48.0,43.0,39.0,93.0,74.0,43.0,30.17,30.11,30.07,10.0,10.0,10.0,9.0,1.0,12.0,0.0,0.0,333.0,0,0,1,0,0,66.0,55.0,44.0,48.0,43.0,39.0,93.0,74.0,43.0,30.17,30.11,30.07,10.0,10.0,10.0,9.0,1.0,12.0,0.0,0.0,333.0,0,0,1,0,0
319,100,2013,10,3,71.0,58.0,46.0,50.0,42.0,39.0,81.0,65.0,33.0,30.19,30.14,30.08,10.0,10.0,10.0,6.0,1.0,8.0,0.0,0.0,338.0,0,0,1,0,0,0,71.0,58.0,46.0,50.0,42.0,39.0,81.0,65.0,33.0,30.19,30.14,30.08,10.0,10.0,10.0,6.0,1.0,8.0,0.0,0.0,338.0,0,0,1,0,0,71.0,58.0,46.0,50.0,42.0,39.0,81.0,65.0,33.0,30.19,30.14,30.08,10.0,10.0,10.0,6.0,1.0,8.0,0.0,0.0,338.0,0,0,1,0,0
321,100,2013,11,4,71.0,60.0,48.0,52.0,44.0,39.0,82.0,66.0,31.0,30.15,30.09,30.02,10.0,10.0,10.0,7.0,1.0,10.0,0.0,0.0,26.0,0,0,1,0,0,0,71.0,60.0,48.0,52.0,44.0,39.0,82.0,66.0,31.0,30.15,30.09,30.02,10.0,10.0,10.0,7.0,1.0,10.0,0.0,0.0,26.0,0,0,1,0,0,71.0,60.0,48.0,52.0,44.0,39.0,82.0,66.0,31.0,30.15,30.09,30.02,10.0,10.0,10.0,7.0,1.0,10.0,0.0,0.0,26.0,0,0,1,0,0
332,100,2013,11,6,62.0,54.0,46.0,46.0,40.0,23.0,87.0,66.0,22.0,30.07,30.0,29.94,10.0,10.0,10.0,12.0,3.0,14.0,0.0,2.0,305.0,0,0,1,0,0,1,62.0,54.0,46.0,46.0,40.0,23.0,87.0,66.0,22.0,30.07,30.0,29.94,10.0,10.0,10.0,12.0,3.0,14.0,0.0,2.0,305.0,0,0,1,0,0,62.0,54.0,46.0,46.0,40.0,23.0,87.0,66.0,22.0,30.07,30.0,29.94,10.0,10.0,10.0,12.0,3.0,14.0,0.0,2.0,305.0,0,0,1,0,0
335,100,2013,11,0,66.0,55.0,44.0,41.0,36.0,27.0,81.0,56.0,24.0,30.08,29.99,29.94,10.0,10.0,10.0,12.0,3.0,14.0,0.0,0.0,304.0,0,0,1,0,0,0,66.0,55.0,44.0,41.0,36.0,27.0,81.0,56.0,24.0,30.08,29.99,29.94,10.0,10.0,10.0,12.0,3.0,14.0,0.0,0.0,304.0,0,0,1,0,0,66.0,55.0,44.0,41.0,36.0,27.0,81.0,56.0,24.0,30.08,29.99,29.94,10.0,10.0,10.0,12.0,3.0,14.0,0.0,0.0,304.0,0,0,1,0,0
343,100,2013,11,1,69.0,58.0,46.0,46.0,36.0,32.0,71.0,49.0,25.0,30.23,30.15,30.08,10.0,10.0,9.0,7.0,2.0,10.0,0.0,0.0,307.0,0,0,1,0,0,0,69.0,58.0,46.0,46.0,36.0,32.0,71.0,49.0,25.0,30.23,30.15,30.08,10.0,10.0,9.0,7.0,2.0,10.0,0.0,0.0,307.0,0,0,1,0,0,69.0,58.0,46.0,46.0,36.0,32.0,71.0,49.0,25.0,30.23,30.15,30.08,10.0,10.0,9.0,7.0,2.0,10.0,0.0,0.0,307.0,0,0,1,0,0
346,100,2013,11,2,69.0,58.0,48.0,48.0,40.0,37.0,71.0,55.0,31.0,30.27,30.21,30.17,10.0,10.0,9.0,5.0,1.0,9.0,0.0,1.0,329.0,0,0,1,0,0,0,69.0,58.0,48.0,48.0,40.0,37.0,71.0,55.0,31.0,30.27,30.21,30.17,10.0,10.0,9.0,5.0,1.0,9.0,0.0,1.0,329.0,0,0,1,0,0,69.0,58.0,48.0,48.0,40.0,37.0,71.0,55.0,31.0,30.27,30.21,30.17,10.0,10.0,9.0,5.0,1.0,9.0,0.0,1.0,329.0,0,0,1,0,0
353,100,2013,11,3,68.0,60.0,53.0,50.0,44.0,39.0,82.0,62.0,42.0,30.19,30.14,30.09,10.0,10.0,7.0,9.0,1.0,12.0,0.0,1.0,355.0,0,0,1,0,0,0,68.0,60.0,53.0,50.0,44.0,39.0,82.0,62.0,42.0,30.19,30.14,30.09,10.0,10.0,7.0,9.0,1.0,12.0,0.0,1.0,355.0,0,0,1,0,0,68.0,60.0,53.0,50.0,44.0,39.0,82.0,62.0,42.0,30.19,30.14,30.09,10.0,10.0,7.0,9.0,1.0,12.0,0.0,1.0,355.0,0,0,1,0,0
357,100,2013,11,4,71.0,60.0,50.0,55.0,47.0,39.0,100.0,79.0,41.0,30.11,30.06,29.98,10.0,8.0,0.0,9.0,1.0,12.0,0.0,2.0,328.0,1,0,0,0,0,0,71.0,60.0,50.0,55.0,47.0,39.0,100.0,79.0,41.0,30.11,30.06,29.98,10.0,8.0,0.0,9.0,1.0,12.0,0.0,2.0,328.0,1,0,0,0,0,71.0,60.0,50.0,55.0,47.0,39.0,100.0,79.0,41.0,30.11,30.06,29.98,10.0,8.0,0.0,9.0,1.0,12.0,0.0,2.0,328.0,1,0,0,0,0
363,100,2013,11,5,68.0,57.0,46.0,54.0,45.0,41.0,93.0,77.0,43.0,30.06,30.02,29.98,10.0,10.0,10.0,7.0,1.0,10.0,0.0,2.0,299.0,0,0,1,0,0,1,68.0,57.0,46.0,54.0,45.0,41.0,93.0,77.0,43.0,30.06,30.02,29.98,10.0,10.0,10.0,7.0,1.0,10.0,0.0,2.0,299.0,0,0,1,0,0,68.0,57.0,46.0,54.0,45.0,41.0,93.0,77.0,43.0,30.06,30.02,29.98,10.0,10.0,10.0,7.0,1.0,10.0,0.0,2.0,299.0,0,0,1,0,0
368,100,2013,11,6,62.0,54.0,46.0,50.0,47.0,45.0,94.0,85.0,63.0,30.13,30.09,30.05,10.0,9.0,4.0,7.0,1.0,10.0,0.0,3.0,260.0,0,0,1,0,0,1,62.0,54.0,46.0,50.0,47.0,45.0,94.0,85.0,63.0,30.13,30.09,30.05,10.0,9.0,4.0,7.0,1.0,10.0,0.0,3.0,260.0,0,0,1,0,0,62.0,54.0,46.0,50.0,47.0,45.0,94.0,85.0,63.0,30.13,30.09,30.05,10.0,9.0,4.0,7.0,1.0,10.0,0.0,3.0,260.0,0,0,1,0,0
372,100,2013,11,0,62.0,56.0,51.0,54.0,50.0,48.0,88.0,80.0,63.0,30.18,30.13,30.09,10.0,8.0,4.0,9.0,3.0,12.0,0.0,5.0,338.0,0,0,1,0,0,0,62.0,56.0,51.0,54.0,50.0,48.0,88.0,80.0,63.0,30.18,30.13,30.09,10.0,8.0,4.0,9.0,3.0,12.0,0.0,5.0,338.0,0,0,1,0,0,62.0,56.0,51.0,54.0,50.0,48.0,88.0,80.0,63.0,30.18,30.13,30.09,10.0,8.0,4.0,9.0,3.0,12.0,0.0,5.0,338.0,0,0,1,0,0
375,100,2013,11,1,69.0,62.0,55.0,54.0,49.0,45.0,94.0,71.0,46.0,30.27,30.23,30.16,10.0,10.0,10.0,7.0,3.0,10.0,0.0,2.0,325.0,0,0,1,0,0,0,69.0,62.0,55.0,54.0,49.0,45.0,94.0,71.0,46.0,30.27,30.23,30.16,10.0,10.0,10.0,7.0,3.0,10.0,0.0,2.0,325.0,0,0,1,0,0,69.0,62.0,55.0,54.0,49.0,45.0,94.0,71.0,46.0,30.27,30.23,30.16,10.0,10.0,10.0,7.0,3.0,10.0,0.0,2.0,325.0,0,0,1,0,0
383,100,2013,11,2,73.0,62.0,50.0,55.0,50.0,46.0,94.0,83.0,38.0,30.27,30.2,30.13,10.0,10.0,10.0,7.0,1.0,10.0,0.0,1.0,334.0,0,0,1,0,0,0,73.0,62.0,50.0,55.0,50.0,46.0,94.0,83.0,38.0,30.27,30.2,30.13,10.0,10.0,10.0,7.0,1.0,10.0,0.0,1.0,334.0,0,0,1,0,0,73.0,62.0,50.0,55.0,50.0,46.0,94.0,83.0,38.0,30.27,30.2,30.13,10.0,10.0,10.0,7.0,1.0,10.0,0.0,1.0,334.0,0,0,1,0,0
387,100,2013,11,3,62.0,56.0,50.0,54.0,48.0,41.0,100.0,80.0,55.0,30.14,30.05,29.91,10.0,8.0,1.0,15.0,3.0,17.0,0.0,5.0,298.0,0,0,1,0,0,0,62.0,56.0,50.0,54.0,48.0,41.0,100.0,80.0,55.0,30.14,30.05,29.91,10.0,8.0,1.0,15.0,3.0,17.0,0.0,5.0,298.0,0,0,1,0,0,62.0,56.0,50.0,54.0,48.0,41.0,100.0,80.0,55.0,30.14,30.05,29.91,10.0,8.0,1.0,15.0,3.0,17.0,0.0,5.0,298.0,0,0,1,0,0
389,100,2013,11,4,64.0,55.0,46.0,46.0,43.0,34.0,82.0,69.0,32.0,29.91,29.84,29.76,10.0,10.0,10.0,16.0,9.0,23.0,0.0,0.0,282.0,0,0,1,0,0,0,64.0,55.0,46.0,46.0,43.0,34.0,82.0,69.0,32.0,29.91,29.84,29.76,10.0,10.0,10.0,16.0,9.0,23.0,0.0,0.0,282.0,0,0,1,0,0,64.0,55.0,46.0,46.0,43.0,34.0,82.0,69.0,32.0,29.91,29.84,29.76,10.0,10.0,10.0,16.0,9.0,23.0,0.0,0.0,282.0,0,0,1,0,0
398,100,2013,11,5,66.0,56.0,46.0,50.0,45.0,41.0,88.0,77.0,48.0,29.95,29.86,29.8,10.0,10.0,10.0,15.0,4.0,20.0,0.0,1.0,249.0,0,0,1,0,0,1,66.0,56.0,46.0,50.0,45.0,41.0,88.0,77.0,48.0,29.95,29.86,29.8,10.0,10.0,10.0,15.0,4.0,20.0,0.0,1.0,249.0,0,0,1,0,0,66.0,56.0,46.0,50.0,45.0,41.0,88.0,77.0,48.0,29.95,29.86,29.8,10.0,10.0,10.0,15.0,4.0,20.0,0.0,1.0,249.0,0,0,1,0,0
404,100,2013,11,0,59.0,52.0,44.0,48.0,43.0,41.0,87.0,79.0,59.0,30.16,30.12,30.1,10.0,10.0,10.0,12.0,2.0,14.0,0.0,3.0,203.0,0,0,1,0,0,0,59.0,52.0,44.0,48.0,43.0,41.0,87.0,79.0,59.0,30.16,30.12,30.1,10.0,10.0,10.0,12.0,2.0,14.0,0.0,3.0,203.0,0,0,1,0,0,59.0,52.0,44.0,48.0,43.0,41.0,87.0,79.0,59.0,30.16,30.12,30.1,10.0,10.0,10.0,12.0,2.0,14.0,0.0,3.0,203.0,0,0,1,0,0
411,100,2013,11,1,59.0,54.0,50.0,55.0,50.0,45.0,94.0,85.0,72.0,30.12,30.05,29.96,10.0,9.0,3.0,7.0,1.0,10.0,0.03,7.0,134.0,0,0,0,1,0,0,59.0,54.0,50.0,55.0,50.0,45.0,94.0,85.0,72.0,30.12,30.05,29.96,10.0,9.0,3.0,7.0,1.0,10.0,0.03,7.0,134.0,0,0,0,1,0,59.0,54.0,50.0,55.0,50.0,45.0,94.0,85.0,72.0,30.12,30.05,29.96,10.0,9.0,3.0,7.0,1.0,10.0,0.03,7.0,134.0,0,0,0,1,0
416,100,2013,11,2,60.0,55.0,50.0,59.0,54.0,50.0,100.0,95.0,82.0,29.98,29.92,29.86,10.0,10.0,2.0,10.0,2.0,13.0,0.0,7.0,223.0,0,0,0,1,0,0,60.0,55.0,50.0,59.0,54.0,50.0,100.0,95.0,82.0,29.98,29.92,29.86,10.0,10.0,2.0,10.0,2.0,13.0,0.0,7.0,223.0,0,0,0,1,0,60.0,55.0,50.0,59.0,54.0,50.0,100.0,95.0,82.0,29.98,29.92,29.86,10.0,10.0,2.0,10.0,2.0,13.0,0.0,7.0,223.0,0,0,0,1,0
419,100,2013,11,3,62.0,56.0,50.0,50.0,43.0,28.0,94.0,70.0,32.0,30.01,29.95,29.92,10.0,10.0,3.0,22.0,4.0,26.0,0.0,5.0,314.0,0,0,0,1,0,0,62.0,56.0,50.0,50.0,43.0,28.0,94.0,70.0,32.0,30.01,29.95,29.92,10.0,10.0,3.0,22.0,4.0,26.0,0.0,5.0,314.0,0,0,0,1,0,62.0,56.0,50.0,50.0,43.0,28.0,94.0,70.0,32.0,30.01,29.95,29.92,10.0,10.0,3.0,22.0,4.0,26.0,0.0,5.0,314.0,0,0,0,1,0
427,100,2013,11,4,66.0,57.0,48.0,41.0,28.0,16.0,62.0,37.0,19.0,30.05,29.99,29.92,10.0,10.0,10.0,17.0,5.0,22.0,0.0,1.0,15.0,0,0,1,0,0,0,66.0,57.0,48.0,41.0,28.0,16.0,62.0,37.0,19.0,30.05,29.99,29.92,10.0,10.0,10.0,17.0,5.0,22.0,0.0,1.0,15.0,0,0,1,0,0,66.0,57.0,48.0,41.0,28.0,16.0,62.0,37.0,19.0,30.05,29.99,29.92,10.0,10.0,10.0,17.0,5.0,22.0,0.0,1.0,15.0,0,0,1,0,0
431,100,2013,11,5,64.0,54.0,44.0,46.0,37.0,32.0,87.0,62.0,34.0,30.12,30.04,29.98,10.0,10.0,10.0,8.0,2.0,10.0,0.0,0.0,224.0,0,0,1,0,0,1,64.0,54.0,44.0,46.0,37.0,32.0,87.0,62.0,34.0,30.12,30.04,29.98,10.0,10.0,10.0,8.0,2.0,10.0,0.0,0.0,224.0,0,0,1,0,0,64.0,54.0,44.0,46.0,37.0,32.0,87.0,62.0,34.0,30.12,30.04,29.98,10.0,10.0,10.0,8.0,2.0,10.0,0.0,0.0,224.0,0,0,1,0,0
